,From,From_FAF_Zone,To,To_FAF_Zone,trips,sctg2_code
7739618,120850017002,122,120990037002,122,1.4275877673922217,1
7740064,120850017002,122,120860046021,122,0.5690682094104678,1
7740399,120850017002,122,120499701011,129,1.0122768942655267,1
7740412,120850017002,122,120310027011,121,2.1605231469054815,1
7741604,120850017002,122,121030272091,124,0.7431771323232677,1
7741687,120850017002,122,121030202061,124,0.7994702218978931,1
7742057,120850017002,122,120150304012,129,1.6555405436556414,1
7742230,120850017002,122,120110901021,122,1.151258740415105,1
7742331,120850017002,122,120710401131,129,0.8389843407577189,1
7743007,120850017002,122,121030204003,124,0.5584735912097407,1
7743272,120850017002,122,120111106001,122,3.8214366633523706,1
7743447,120850017002,122,120310103011,121,0.8153958428581455,1
7744456,120850017002,122,121150020052,129,1.3272603373780365,1
7747445,120850018011,122,120310003003,121,0.8181957144430722,1
7748209,120850018011,122,120990080021,122,0.6584117602313931,1
7748223,120850018011,122,120990078092,122,0.5465222825714076,1
7749886,120850018011,122,121079506003,121,9.266066038494872,1
7750027,120850018011,122,120210109053,129,0.8263590453190466,1
7750592,120850018011,122,120210102102,129,2.6612918170736886,1
7751058,120850018011,122,120990037002,122,0.8931422332396407,1
7751839,120850018011,122,120499701011,129,0.6333111467134058,1
7751852,120850018011,122,120310027011,121,1.3516888505692377,1
7753127,120850018011,122,121030202061,124,0.5001728339959189,1
7753497,120850018011,122,120150304012,129,1.0357564082244768,1
7753771,120850018011,122,120710401131,129,0.5248940659713297,1
7754406,120850018011,122,120939101022,122,1.8173427261994275,1
7754712,120850018011,122,120111106001,122,2.3908067536366375,1
7754887,120850018011,122,120310103011,121,0.510136385796416,1
7755896,120850018011,122,121150020052,129,0.8303743481787109,1
7757438,120850018021,122,120330016001,129,0.5939392978175887,1
7757616,120850018021,122,121050122041,129,1.0265075267610764,1
7758077,120850018021,122,120710501064,129,0.7621157348760006,1
7758157,120850018021,122,120910228001,129,0.6540503507777717,1
7758885,120850018021,122,120310003003,121,3.7489151647914043,1
7759649,120850018021,122,120990080021,122,3.0167963349558855,1
7760202,120850018021,122,120710014012,129,0.7112605020008034,1
7760802,120850018021,122,120860052023,122,1.0230514341392805,1
7761072,120850018021,122,121030252081,124,1.5338248612514873,1
7761194,120850018021,122,120730025091,129,1.1410029013569087,1
7761326,120850018021,122,121079506003,121,42.456462282153616,1
7761327,120850018021,122,121079507001,121,1.813143340762023,1
7761467,120850018021,122,120210109053,129,3.7863189721884885,1
7761781,120850018021,122,120990011021,122,1.1808084988313006,1
7762032,120850018021,122,120210102102,129,12.19385175801601,1
7762183,120850018021,122,120310002002,121,1.063246677240118,1
7762211,120850018021,122,120860037026,122,0.5046928277723954,1
7762498,120850018021,122,120990037002,122,4.0923148378831,1
7762820,120850018021,122,120310102021,121,1.1875901580143249,1
7762944,120850018021,122,120860046021,122,1.6312876380217658,1
7763279,120850018021,122,120499701011,129,2.901787090832428,1
7763292,120850018021,122,120310027011,121,6.193343158033676,1
7763420,120850018021,122,120310174002,121,0.6209547333790892,1
7763422,120850018021,122,120310118003,121,0.5302612118279985,1
7763629,120850018021,122,120990004101,122,0.6334899027594868,1
7764484,120850018021,122,121030272091,124,2.13038726952494,1
7764567,120850018021,122,121030202061,124,2.2917567145415063,1
7764937,120850018021,122,120150304012,129,4.745762948007696,1
7765211,120850018021,122,120710401131,129,2.4050276591443205,1
7765525,120850018021,122,121030250044,124,0.7755243404991214,1
7765576,120850018021,122,121030287001,124,0.5252434887313179,1
7765844,120850018021,122,120939101011,122,1.3874358937685478,1
7765887,120850018021,122,121030204003,124,1.6009171667590842,1
7766152,120850018021,122,120111106001,122,10.954508238771409,1
7766327,120850018021,122,120310103011,121,2.33740900748402,1
7766958,120850018021,122,120190312001,121,1.2697356985255293,1
7767336,120850018021,122,121150020052,129,3.804716807224905,1
7767448,120850018021,122,120111001012,122,0.5632156651954797,1
7781765,120850017001,122,120310003003,121,0.6356693210409318,1
7782529,120850017001,122,120990080021,122,0.5115306145016172,1
7783491,120850017001,122,120860091002,122,0.6114303489372045,1
7784206,120850017001,122,121079506003,121,7.198954728600318,1
7784230,120850017001,122,120860005033,122,1.271517770957553,1
7784347,120850017001,122,120210109053,129,0.6420115432058268,1
7784912,120850017001,122,120210102102,129,2.0676001262149395,1
7785145,120850017001,122,120990032021,122,0.8957202847490012,1
7785378,120850017001,122,120990037002,122,0.6938964687475457,1
7786172,120850017001,122,120310027011,121,1.0501486609286401,1
7786257,120850017001,122,120990058081,122,15.519869884000686,1
7786383,120850017001,122,120860090401,122,10.387110699294425,1
7787817,120850017001,122,120150304012,129,0.8046956995222156,1
7789032,120850017001,122,120111106001,122,1.8574559594934363,1
7789194,120850017001,122,120990015002,122,2.7617438278544855,1
7789671,120850017001,122,120310160003,121,0.5471306937233125,1
7789758,120850017001,122,120111005011,122,2.0946485297988673,1
7790216,120850017001,122,121150020052,129,0.6451310961410475,1
7816085,120850018013,122,120310003003,121,1.0941767169528418,1
7816849,120850018013,122,120990080021,122,0.8804969342860729,1
7818526,120850018013,122,121079506003,121,12.391550747695796,1
7818527,120850018013,122,121079507001,121,0.5291928840086964,1
7818667,120850018013,122,120210109053,129,1.1050935751318838,1
7819232,120850018013,122,120210102102,129,3.558957217517614,1
7819698,120850018013,122,120990037002,122,1.194403025201953,1
7820479,120850018013,122,120499701011,129,0.846929773754918,1
7820492,120850018013,122,120310027011,121,1.8076194274181991,1
7821684,120850018013,122,121030272091,124,0.6217852487831982,1
7821767,120850018013,122,121030202061,124,0.6688833243072823,1
7822137,120850018013,122,120150304012,129,1.385121586814151,1
7822411,120850018013,122,120710401131,129,0.7019431362378495,1
7823046,120850018013,122,120939101022,122,1.8902647534767392,1
7823352,120850018013,122,120111106001,122,3.19723635602693,1
7823527,120850018013,122,120310103011,121,0.6822076258231825,1
7824536,120850018013,122,121150020052,129,1.1104632572543915,1
7829860,120190302031,121,120310106002,121,2.3512190031290574,1
7978686,120190315002,121,121079506003,121,5.218753242936159,1
8192635,120010021011,129,120010022042,129,1.956003506409982,1
8196046,120010021011,129,121079506003,121,2.932188941209434,1
8196752,120010021011,129,120210102102,129,0.8421492360335231,1
8200627,120010021011,129,120010019085,129,5.256931419808975,1
8200633,120010021011,129,120010019072,129,0.5628619537220648,1
8200872,120010021011,129,120111106001,122,0.7565559207606177,1
8212487,121219705001,129,120310103011,121,0.5635926877074618,1
8484142,121219702002,129,120310118003,121,0.9831470281499468,1
8504926,121219703023,129,121079506003,121,0.9897598064596727,1
8619326,121219706004,129,121079506003,121,1.3597819170435181,1
10552686,120690304112,123,121079506003,121,0.5737966575332131,1
10594373,120690311031,123,120690303063,123,7.931438450244388,1
10598446,120690311031,123,121079506003,121,2.6501539844133974,1
10599152,120690311031,123,120210102102,129,0.7611464329527093,1
10603272,120690311031,123,120111106001,122,0.6837859797016709,1
10683527,120690303063,123,120310103011,121,39.79805462124502,1
10712846,120690312042,123,121079506003,121,0.611523586681092,1
10747166,120690301072,123,121079506003,121,5.381745746399642,1
10747872,120690301072,123,120210102102,129,1.5456824780833245,1
10748338,120690301072,123,120990037002,122,0.5187384154935374,1
10749132,120690301072,123,120310027011,121,0.7850630129103243,1
10750777,120690301072,123,120150304012,129,0.6015689528987737,1
10751992,120690301072,123,120111106001,122,1.3885843273072012,1
11639486,121270832032,123,121079506003,121,0.5475903124205255,1
12030412,120010022011,129,120310027011,121,6.46994331116869,1
12791038,120330016001,129,120330016001,129,6.295075222500667,1
13020140,121219703011,129,120679602002,129,3.1444463876014237,1
13035166,121219703024,129,121079506003,121,0.6498070014179711,1
13752082,120879706001,129,120879706001,129,0.5620208664646997,1
13780719,121050154051,129,120499701011,129,4.035725457964445,1
14167726,121050148043,129,121079506003,121,0.8935644570762931,1
14179166,121050123072,129,121079506003,121,0.5961935248522288,1
14202046,121050121111,129,121079506003,121,1.0786559488180611,1
14226879,121050124111,129,120499701011,129,2.500472548895771,1
14227020,121050124111,129,120310174002,121,0.5350772528510677,1
14282126,121050142031,129,121079506003,121,1.1216657541534434,1
14831246,121050122041,129,121079506003,121,2.674998044288472,1
14831952,121050122041,129,120210102102,129,0.7682818551452277,1
14836072,121050122041,129,120111106001,122,0.6901961807395568,1
14899886,120390203003,129,121079506003,121,0.7059924782539536,1
15639847,121270821005,123,121270821005,123,0.7843485705195141,1
15811671,120010018012,129,120010019022,129,5.339247809339287,1
15815086,120010018012,129,121079506003,121,0.7459914465104731,1
15837966,120010018022,129,121079506003,121,1.8627134949626962,1
15948951,120010018051,129,120010019022,129,0.7540468359869938,1
15958307,120010018051,129,120010018023,129,0.9734623491471145,1
16245290,120679602002,129,120679602001,129,4.570580538813397,1
16421406,120570124022,124,121079506003,121,0.5771212665253718,1
18080206,120299701024,129,121079506003,121,0.7270079964253607,1
18091646,120299701021,129,121079506003,121,2.3634698594680645,1
18092352,120299701021,129,120210102102,129,0.6788083498187925,1
18096472,120299701021,129,120111106001,122,0.6098164721207541,1
18125966,120299701025,129,121079506003,121,0.7768512086824155,1
18138900,120299701011,129,120310102021,121,1.8995883718639595,1
18157845,120559610001,129,120310003003,121,0.7608250877615939,1
18158609,120559610001,129,120990080021,122,0.6122449389780688,1
18160286,120559610001,129,121079506003,121,8.616343721307889,1
18160427,120559610001,129,120210109053,129,0.7684160184160869,1
18160992,120559610001,129,120210102102,129,2.4746861228215105,1
18161458,120559610001,129,120990037002,122,0.8305164717841047,1
18162239,120559610001,129,120499701011,129,0.5889043419233754,1
18162252,120559610001,129,120310027011,121,1.256910504671511,1
18163897,120559610001,129,120150304012,129,0.9631307598859951,1
18165112,120559610001,129,120111106001,122,2.223167056545571,1
18166296,120559610001,129,121150020052,129,0.7721497744070636,1
18177666,120010018064,129,120010018015,129,0.7042648937602684,1
18177667,120010018064,129,120010018023,129,0.6566686549570794,1
18202631,120010019022,129,120010019022,129,0.9921254574171522,1
18207540,120010019022,129,120310102021,121,1.211694597030485,1
18208140,120010019022,129,120310174002,121,1.9006746317955048,1
18217486,120010022021,129,121079506003,121,1.6235584134068832,1
18225514,120010022022,129,120010022023,129,5.51253689051591,1
18228926,120010022022,129,121079506003,121,1.5545910520493953,1
18236952,120010022023,129,120010022021,129,6.1501049154846035,1
18236954,120010022023,129,120010022023,129,3.5315633387497636,1
18240366,120010022023,129,121079506003,121,0.7469523844291573,1
18245607,120010022023,129,120010022101,129,1.408993171545088,1
18246055,120010022023,129,120010022103,129,0.8898069636033525,1
18363182,120559615001,129,121050131031,129,1.5057378255611946,1
18363765,120559615001,129,120310003003,121,1.133295085697824,1
18364529,120559615001,129,120990080021,122,0.9119759478864996,1
18366206,120559615001,129,121079506003,121,12.834566253290228,1
18366207,120559615001,129,121079507001,121,0.5481122798001941,1
18366347,120559615001,129,120210109053,129,1.1446022370325926,1
18366912,120559615001,129,120210102102,129,3.686194983250907,1
18367378,120559615001,129,120990037002,122,1.2371046265484815,1
18368159,120559615001,129,120499701011,129,0.8772087137812731,1
18368172,120559615001,129,120310027011,121,1.872244384444574,1
18369364,120559615001,129,121030272091,124,0.6440149528750834,1
18369447,120559615001,129,121030202061,124,0.6927968513657717,1
18369817,120559615001,129,120150304012,129,1.4346416471025167,1
18370091,120559615001,129,120710401131,129,0.7270385984387194,1
18371032,120559615001,129,120111106001,122,3.3115420881834603,1
18371207,120559615001,129,120310103011,121,0.7065975155495049,1
18372216,120559615001,129,121150020052,129,1.150163892903088,1
18377646,120559617004,129,121079506003,121,4.541263394913166,1
18378352,120559617004,129,120210102102,129,1.304288903386856,1
18379612,120559617004,129,120310027011,121,0.6624575168039069,1
18381257,120559617004,129,120150304012,129,0.5076202396114781,1
18382472,120559617004,129,120111106001,122,1.1717252121338022,1
18386645,120559616021,129,120310003003,121,1.3137347345565842,1
18387409,120559616021,129,120990080021,122,1.057177865622646,1
18388832,120559616021,129,121030252081,124,0.5374992253431355,1
18389086,120559616021,129,121079506003,121,14.8780451823215,1
18389087,120559616021,129,121079507001,121,0.635380978438751,1
18389227,120559616021,129,120210109053,129,1.3268421746618466,1
18389792,120559616021,129,120210102102,129,4.273099256283347,1
18390258,120559616021,129,120990037002,122,1.4340725012291569,1
18390704,120559616021,129,120860046021,122,0.5716531684283148,1
18391039,120559616021,129,120499701011,129,1.0168751027809868,1
18391052,120559616021,129,120310027011,121,2.170337196784749,1
18392244,120559616021,129,121030272091,124,0.7465529709280044,1
18392327,120559616021,129,121030202061,124,0.8031017685656212,1
18392697,120559616021,129,120150304012,129,1.663060739630333,1
18392971,120559616021,129,120710401131,129,0.8427953779965068,1
18393647,120559616021,129,121030204003,124,0.5610104247948082,1
18393912,120559616021,129,120111106001,122,3.838795315620599,1
18394087,120559616021,129,120310103011,121,0.8190997307265157,1
18395096,120559616021,129,121150020052,129,1.3332893397390875,1
18595006,120559602001,129,121079506003,121,0.5058866132230508,1
18778046,120830024022,129,121079506003,121,0.6972460695531417,1
19423687,120390204001,129,120310103011,121,0.5093909076337452,1
19564110,120710401152,129,120710401152,129,2.157954921365143,1
19761886,120710303003,129,121079506003,121,0.6160699303113498,1
20105086,120710501064,129,121079506003,121,1.9815122363430153,1
20105792,120710501064,129,120210102102,129,0.5691069196035672,1
20109912,120710501064,129,120111106001,122,0.5112647392519595,1
20196500,120970408021,123,120310106002,121,3.3530410139442304,1
20288126,120970437001,123,121079506003,121,4.090295479542486,1
20288832,120970437001,123,120210102102,129,1.1747671389236165,1
20290092,120970437001,123,120310027011,121,0.5966725007422239,1
20292952,120970437001,123,120111106001,122,1.0553676194658381,1
20295856,120970438003,123,121050122041,129,0.60849742535425,1
20296542,120970438003,123,121050131031,129,14.76313458252434,1
20297125,120970438003,123,120310003003,121,2.222297612220075,1
20297336,120970438003,123,120570114122,124,53.75193520897862,1
20297889,120970438003,123,120990080021,122,1.788309149988401,1
20298851,120970438003,123,120860091002,122,6.412674764248425,1
20299042,120970438003,123,120860052023,122,0.6064487083138757,1
20299312,120970438003,123,121030252081,124,0.9092271168831935,1
20299434,120970438003,123,120730025091,129,0.6763684724145319,1
20299566,120970438003,123,121079506003,121,25.167519297063507,1
20299567,120970438003,123,121079507001,121,1.0748026934912989,1
20299707,120970438003,123,120210109053,129,2.2444699976202953,1
20299840,120970438003,123,120990078232,122,1.3810622787580138,1
20300021,120970438003,123,120990011021,122,0.6999646009829046,1
20300272,120970438003,123,120210102102,129,7.228322449145726,1
20300423,120970438003,123,120310002002,121,0.6302758126464876,1
20300428,120970438003,123,120310121001,121,38.61966294895426,1
20300545,120970438003,123,120990081013,122,0.8225644476054078,1
20300738,120970438003,123,120990037002,122,2.4258595067958595,1
20301060,120970438003,123,120310102021,121,0.703984661279511,1
20301184,120970438003,123,120860046021,122,0.9670015093610715,1
20301519,120970438003,123,120499701011,129,1.7201334892001359,1
20301532,120970438003,123,120310027011,121,3.6713158625246174,1
20301550,120970438003,123,120860140001,122,4.334917063853799,1
20301617,120970438003,123,120990058081,122,9.042901354408285,1
20301743,120970438003,123,120860090401,122,2.0174056035497565,1
20302129,120970438003,123,121050119021,129,1.8659374246524694,1
20302138,120970438003,123,121050157021,129,5.804021427559067,1
20302149,120970438003,123,120939105001,122,13.033129338961135,1
20302322,120970438003,123,120570130012,124,4.66807909501461,1
20302724,120970438003,123,121030272091,124,1.26285987654051,1
20302807,120970438003,123,121030202061,124,1.3585171311280653,1
20303007,120970438003,123,120950169023,123,1.509367318791065,1
20303038,120970438003,123,121170217051,123,2.020111610844603,1
20303177,120970438003,123,120150304012,129,2.8132132107360794,1
20303451,120970438003,123,120710401131,129,1.425662355455581,1
20304084,120970438003,123,120939101011,122,3.289800209711421,1
20304086,120970438003,123,120939101022,122,10.969058243988448,1
20304127,120970438003,123,121030204003,124,0.9489983743734028,1
20304392,120970438003,123,120111106001,122,6.493659213923932,1
20304554,120970438003,123,120990015002,122,9.655046281224195,1
20304567,120970438003,123,120310103011,121,1.3855790882913877,1
20304676,120970438003,123,120110601204,122,27.642476529109977,1
20304808,120970438003,123,120010018063,129,1.3025327058233143,1
20305198,120970438003,123,120190312001,121,0.7526792383793194,1
20305576,120970438003,123,121150020052,129,2.2553759432270213,1
20305768,120970438003,123,121050116062,129,233.48403611254935,1
20305840,120970438003,123,120860029001,122,19.647895310782907,1
20328648,120970410012,123,121050116062,129,0.7231749414098912,1
20333886,120970415001,123,121079506003,121,2.631457007381246,1
20334592,120970415001,123,120210102102,129,0.7557765044660164,1
20338712,120970415001,123,120111106001,122,0.6789618333190143,1
20345326,120970411001,123,121079506003,121,3.638508626850542,1
20346032,120970411001,123,120210102102,129,1.0450101687989104,1
20347292,120970411001,123,120310027011,121,0.5307680220691304,1
20350152,120970411001,123,120111106001,122,0.9387987266765102,1
20619886,121199106022,123,121079506003,121,1.5689390274350365,1
20626088,121199106022,123,121050116062,129,0.856197443398386,1
20768606,120530406021,124,121079506003,121,0.5389501884004629,1
20780046,120530401013,124,121079506003,121,1.4093549676836699,1
20825806,120530406011,124,121079506003,121,3.4327150521798484,1
20826512,120530406011,124,120210102102,129,0.9859045295770221,1
20827772,120530406011,124,120310027011,121,0.5007478517783571,1
20830632,120530406011,124,120111106001,122,0.8857003928060514,1
20890834,121199107003,123,120010018051,129,0.8829740008426419,1
20894446,121199107003,123,121079506003,121,5.213212525923099,1
20895152,121199107003,123,120210102102,129,1.4972783248325308,1
20895618,121199107003,123,120990037002,122,0.5024937506825868,1
20896412,121199107003,123,120310027011,121,0.7604782026874876,1
20898057,121199107003,123,120150304012,129,0.5827303905161941,1
20899272,121199107003,123,120111106001,122,1.345099815103909,1
20924476,121199106012,123,120010021011,129,3.206614027956057,1
20928766,121199106012,123,121079506003,121,1.0827128562489363,1
20937105,121199115002,123,120950170081,123,0.5144483150194048,1
20937765,121199115002,123,120310003003,121,0.8535520317471749,1
20937915,121199115002,123,120310103041,121,5.776927754425677,1
20938529,121199115002,123,120990080021,122,0.6868634065802621,1
20939491,121199115002,123,120860091002,122,1.6420097661866873,1
20940206,121199115002,123,121079506003,121,9.666476313487316,1
20940347,121199115002,123,120210109053,129,0.8620681209077684,1
20940912,121199115002,123,120210102102,129,2.776293003540811,1
20941378,121199115002,123,120990037002,122,0.9317371801926566,1
20942159,121199115002,123,120499701011,129,0.6606781317270897,1
20942172,121199115002,123,120310027011,121,1.4100987628353683,1
20942383,121199115002,123,120860090401,122,3.0994240236757338,1
20942475,121199115002,123,120990077591,122,13.186575424042651,1
20942778,121199115002,123,121050157021,129,13.37543879241656,1
20943447,121199115002,123,121030202061,124,0.5217865739770552,1
20943563,121199115002,123,121030244122,124,0.9234433811616489,1
