,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
827,40,23484.706164168627,8,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
828,40,23484.706164168627,9,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
829,40,23484.706164168627,10,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
830,40,23484.706164168627,11,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
831,40,23484.706164168627,12,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
832,40,23484.706164168627,13,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
833,40,23484.706164168627,14,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
834,40,23484.706164168627,15,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
835,40,23484.706164168627,16,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
836,40,23484.706164168627,17,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
837,40,23484.706164168627,18,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
838,40,23484.706164168627,19,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
839,40,23484.706164168627,20,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
840,40,23484.706164168627,21,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
841,40,23484.706164168627,22,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
842,40,23484.706164168627,23,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
843,40,23484.706164168627,24,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
844,41,168544.08764573516,1,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
845,41,168544.08764573516,2,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
846,41,168544.08764573516,3,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
847,41,168544.08764573516,4,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
848,41,168544.08764573516,5,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
849,41,168544.08764573516,6,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
850,41,168544.08764573516,7,"[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120390201022.0, 120110601132.0, 120110413005.0]","[120119800001.0, 121339701041.0, 121239503006.0, 120950146061.0, 120111103242.0, 120950168031.0, 120110702041.0, 120110601132.0, 120110413005.0, 120990080021.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
